OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
IRIDIUM 33 DEB,1997-051ES,2024-12-31T16:05:17.253312,14.44025992,.0020943,86.3305,152.7907,202.7923,289.0656,0,U,34350,999,83296,.1637E-2,.5631E-4,0
IRIDIUM 33 DEB,1997-051FJ,2024-12-31T13:13:51.093984,14.49409747,.0020701,86.3711,199.2244,220.3305,164.9771,0,U,34366,999,83159,.31754E-2,.12205E-3,0
IRIDIUM 33 DEB,1997-051FT,2024-12-31T20:50:55.521888,14.16955521,.0104434,86.4314,322.0962,144.4874,245.9566,0,U,34375,999,81812,.12655E-2,.2698E-4,0
IRIDIUM 33 DEB,1997-051FU,2024-12-31T16:47:33.473472,14.54193480,.0029272,86.3051,161.0239,267.7647,92.0208,0,U,34376,999,82962,.60526E-2,.25851E-3,0
IRIDIUM 33 DEB,1997-051GB,2024-12-31T17:10:17.473728,14.77469098,.001302,86.4027,169.2674,272.2697,98.7034,0,U,34486,999,83846,.5476E-2,.39267E-3,0
IRIDIUM 33 DEB,1997-051GC,2024-12-31T17:13:43.136832,14.42441419,.0030836,86.3459,161.2315,191.4667,180.4109,0,U,34487,999,83259,.96386E-3,.3226E-4,0
IRIDIUM 33 DEB,1997-051GD,2024-12-31T17:27:15.563808,14.88119783,.0016117,86.3352,110.6091,186.3781,173.7242,0,U,34488,999,84036,.64559E-2,.60011E-3,0
IRIDIUM 33 DEB,1997-051GH,2024-12-30T18:31:11.157024,14.13324108,.0230355,86.4832,113.4368,265.9079,249.1376,0,U,34492,999,80136,.1412E-1,.3425E-3,0
IRIDIUM 33 DEB,1997-051GN,2024-12-31T18:52:31.039104,14.25621021,.0083372,86.2795,199.8776,12.7737,0.0665,0,U,34497,999,81951,.1831E-2,.4515E-4,0
IRIDIUM 33 DEB,1997-051GU,2024-12-31T04:13:26.835456,15.11610889,.0005949,86.2964,73.2759,10.1968,349.9390,0,U,34503,999,84278,.5346E-2,.91847E-3,0
IRIDIUM 33 DEB,1997-051GZ,2024-12-31T09:52:05.035296,14.34878499,.0066084,86.3715,248.9057,227.6911,131.8674,0,U,34508,999,82336,.317E-2,.9251E-4,0
IRIDIUM 33 DEB,1997-051HN,2024-12-31T05:29:59.666784,14.57643191,.0004585,86.3821,182.3516,19.1522,340.9858,0,U,34521,999,83414,.34182E-2,.15622E-3,0
IRIDIUM 33 DEB,1997-051HS,2024-12-31T11:39:33.533856,14.41495117,.0005323,86.3743,194.3936,135.8319,252.5188,0,U,34525,999,83097,.12858E-2,.4193E-4,0
IRIDIUM 33 DEB,1997-051HW,2024-12-31T05:53:30.436224,14.39958985,.0003508,86.3668,182.9926,259.8378,100.2425,0,U,34529,999,83154,.54854E-3,.1745E-4,0
IRIDIUM 33 DEB,1997-051JF,2024-12-31T21:09:38.332224,14.39797792,.0037216,86.2785,156.6637,23.5999,129.9023,0,U,34538,999,82774,.28503E-2,.9034E-4,0
IRIDIUM 33 DEB,1997-051JH,2024-12-31T18:52:00.033600,14.67054549,.0019299,86.3165,104.6495,286.7336,233.2159,0,U,34540,999,83934,.37251E-2,.21016E-3,0
IRIDIUM 33 DEB,1997-051JZ,2024-12-30T21:18:15.614208,14.04886582,.0197148,86.4037,61.0112,301.9800,56.2348,0,U,34648,999,80138,.11051E-1,.21179E-3,0
IRIDIUM 33 DEB,1997-051KC,2024-12-31T18:30:15.642432,14.20021734,.0154539,86.2824,287.0779,232.3788,126.3291,0,U,34651,999,80975,.83077E-2,.19977E-3,0
IRIDIUM 33 DEB,1997-051KD,2024-12-31T15:34:29.489088,14.57730388,.0031,86.3346,133.5622,32.5526,338.8567,0,U,34652,999,83434,.27318E-2,.12588E-3,0
IRIDIUM 33 DEB,1997-051KM,2024-12-31T18:58:37.007904,14.52146800,.0012361,86.3822,186.9798,95.5240,276.4939,0,U,34690,999,83068,.24227E-2,.985E-4,0
IRIDIUM 33 DEB,1997-051KQ,2024-12-31T18:23:14.254080,14.87256814,.0016598,86.3259,108.8860,197.5009,314.6911,0,U,34693,999,83715,.65689E-2,.59787E-3,0
IRIDIUM 33 DEB,1997-051KT,2024-12-30T12:03:18.806400,14.44657200,.0098675,86.1990,186.1720,257.7022,129.9491,0,U,34696,999,81624,.11691E-1,.43225E-3,0
IRIDIUM 33 DEB,1997-051KZ,2024-12-31T14:16:03.207648,15.05854426,.0018428,86.2907,62.6008,41.6844,318.5792,0,U,34702,999,84252,.6041E-2,.88986E-3,0
IRIDIUM 33 DEB,1997-051LJ,2024-12-31T17:45:20.326176,14.39035572,.0015063,86.3411,181.0193,278.8802,91.3126,0,U,34765,999,82635,.16169E-2,.5018E-4,0
IRIDIUM 33 DEB,1997-051LU,2024-12-30T19:03:15.279840,14.81256801,.0018033,86.3545,182.4404,32.5510,29.0296,0,U,34775,999,83168,.90606E-2,.71469E-3,0
IRIDIUM 33 DEB,1997-051MH,2024-12-31T12:47:10.089888,14.49117921,.0020199,86.3941,199.7332,172.2815,217.0030,0,U,34833,999,82695,.24135E-2,.922E-4,0
IRIDIUM 33 DEB,1997-051MQ,2024-12-31T02:18:21.057120,14.67738595,.0020756,86.3159,111.7415,313.4039,165.8252,0,U,34870,999,83810,.39413E-2,.22594E-3,0
IRIDIUM 33 DEB,1997-051MY,2024-12-30T15:43:20.157024,14.61413923,.0028236,86.3325,121.7443,327.0462,91.8470,0,U,34896,999,82541,.29868E-2,.14902E-3,0
IRIDIUM 33 DEB,1997-051NF,2024-12-31T05:39:06.566688,14.38855218,.0114326,86.1493,166.7409,359.5790,174.8817,0,U,34926,999,81445,.9243E-2,.30815E-3,0
IRIDIUM 33 DEB,1997-051NH,2024-12-30T15:48:38.186784,14.94333765,.0016449,86.3895,137.4037,128.0187,232.2530,0,U,34928,999,61017,.7885E-2,.85911E-3,0
IRIDIUM 33 DEB,1997-051NR,2024-12-31T19:26:31.763904,14.40141216,.0020456,86.3704,204.1308,288.8010,82.7986,0,U,34985,999,82193,.13944E-2,.4432E-4,0
IRIDIUM 33 DEB,1997-051NX,2024-12-31T04:17:02.806944,14.45175483,.0008939,86.3268,159.6142,152.1867,207.9814,0,U,35051,999,81986,.22826E-2,.8017E-4,0
IRIDIUM 33 DEB,1997-051NY,2024-12-31T17:18:01.101312,14.37825795,.0012825,86.3335,168.7076,131.7692,228.4604,0,U,35052,999,82302,.77721E-3,.2363E-4,0
IRIDIUM 33 DEB,1997-051PF,2024-12-31T20:30:23.761152,14.48930088,.011532,86.2264,212.2713,286.3309,72.5238,0,U,35080,999,64620,.11261E-1,.46666E-3,0
IRIDIUM 33 DEB,1997-051PL,2024-12-30T23:58:49.248768,15.35350425,.0007842,86.2948,103.3272,288.0484,71.9912,0,U,35296,999,2863,.13097E-1,.478055E-2,0
IRIDIUM 33 DEB,1997-051PM,2024-12-31T20:13:39.359424,14.42852962,.0015039,86.3874,210.0057,205.9968,154.0479,0,U,35297,999,65434,.20224E-2,.6779E-4,0
IRIDIUM 33 DEB,1997-051PP,2024-12-31T18:32:10.677120,14.37211260,.0057635,86.2920,183.3168,159.8210,212.1264,0,U,35299,999,81354,.45465E-2,.13827E-3,0
IRIDIUM 33 DEB,1997-051QA,2024-12-29T17:50:39.877440,14.47250035,.0013537,86.3618,175.4450,180.9238,179.1942,0,U,35480,999,81993,.20162E-2,.7398E-4,0
IRIDIUM 33 DEB,1997-051QE,2024-12-30T17:04:41.280096,14.77345535,.0030091,86.3632,152.1992,286.3102,73.4809,0,U,35484,999,56856,.76624E-2,.55232E-3,0
IRIDIUM 33 DEB,1997-051QJ,2024-12-31T17:00:57.597408,14.74051332,.0031998,86.3294,99.2365,170.0113,190.1748,0,U,35488,999,83152,.38766E-2,.25804E-3,0
IRIDIUM 33 DEB,1997-051QN,2024-12-31T19:30:29.481408,14.70700505,.0012883,86.3604,142.2546,314.2006,45.8151,0,U,35616,999,82470,.51076E-2,.31283E-3,0
IRIDIUM 33 DEB,1997-051QQ,2024-12-31T15:55:23.630880,14.50252300,.0031424,86.3405,144.5810,96.9628,263.5153,0,U,35618,999,60374,.21112E-2,.8292E-4,0
IRIDIUM 33 DEB,1997-051QS,2024-12-31T09:56:59.106336,14.27716607,.0163215,86.3928,2.1583,300.3541,58.1597,0,U,35620,999,55009,.10698E-1,.30531E-3,0
IRIDIUM 33 DEB,1997-051QU,2024-12-31T15:36:27.998784,14.77309807,.0017313,86.2097,69.2637,82.8844,69.0007,0,U,35622,999,82215,.56637E-2,.40512E-3,0
IRIDIUM 33 DEB,1997-051RA,2024-12-31T04:19:58.693152,14.60510863,.0014648,86.3614,162.7665,73.2328,287.0489,0,U,35628,999,81375,.38251E-2,.18637E-3,0
IRIDIUM 33 DEB,1997-051RD,2024-12-31T17:00:50.788224,14.45965006,.0017109,86.3692,169.8020,188.6251,182.6516,0,U,35631,999,82194,.1474E-2,.5274E-4,0
IRIDIUM 33 DEB,1997-051RE,2024-12-31T17:48:08.607456,14.94085010,.003406,86.4001,283.1414,235.3790,124.4226,0,U,35632,999,80796,.17888E-1,.198346E-2,0
IRIDIUM 33 DEB,1997-051RJ,2024-12-30T05:46:14.835072,14.15048849,.0173363,86.1058,174.6168,303.1489,232.6553,0,U,35680,999,79564,.862E-2,.19354E-3,0
IRIDIUM 33 DEB,1997-051RX,2024-12-31T17:55:03.884736,14.64597139,.0023929,86.3329,120.9820,310.9937,48.9206,0,U,35744,999,82255,.34633E-2,.18516E-3,0
IRIDIUM 33 DEB,1997-051SF,2024-12-29T01:57:51.188544,14.71235228,.0016334,86.3401,128.6864,302.4033,57.5603,0,U,35797,999,82193,.41877E-2,.25968E-3,0
IRIDIUM 33 DEB,1997-051SQ,2024-12-24T18:34:12.659232,14.52031895,.0014233,86.3497,175.3868,174.2275,185.9097,0,U,35806,999,81192,.2843E-2,.11533E-3,0
IRIDIUM 33 DEB,1997-051ST,2024-12-31T14:58:43.979232,14.66428548,.0015668,86.3324,131.8010,5.4567,354.6814,0,U,35809,999,81718,.44601E-2,.24797E-3,0
IRIDIUM 33 DEB,1997-051SW,2024-12-30T07:26:02.893344,14.41085252,.0016826,86.3729,206.7526,242.8389,117.1096,0,U,35846,999,66321,.17241E-2,.5578E-4,0
IRIDIUM 33 DEB,1997-051SY,2024-12-31T04:41:11.735808,14.68453252,.0011038,86.3956,170.6977,344.4264,15.6610,0,U,35848,999,61586,.41545E-2,.24152E-3,0
