OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
COSMOS 2251 DEB,1993-036EK,2024-12-31T09:05:18.969792,15.00216569,0.0010305,74.0063,38.7524,346.8415,24.2083,0,U,33930,999,83683,9.89E-03,1.26E-03,0
COSMOS 2251 DEB,1993-036EL,2024-12-31T10:14:27.388032,15.02524562,0.0108501,74.0064,261.4777,77.0801,284.2479,0,U,33931,999,84072,4.82E-03,7.34E-04,0
COSMOS 2251 DEB,1993-036EM,2024-12-31T21:16:42.103488,14.37391707,0.0036194,74.0334,233.1449,35.7835,324.5733,0,U,33932,999,83026,1.28E-03,3.83E-05,0
COSMOS 2251 DEB,1993-036EN,2024-12-31T17:46:02.760672,14.32554775,0.0071069,74.0909,330.3185,67.8289,293.0384,0,U,33933,999,82828,1.27E-03,3.53E-05,0
COSMOS 2251 DEB,1993-036EP,2024-12-31T12:16:49.612512,14.55288151,0.001932,74.0399,38.3755,252.9783,106.9263,0,U,33934,999,83695,2.46E-03,1.07E-04,0
COSMOS 2251 DEB,1993-036ER,2024-12-31T21:59:10.442976,14.56907569,0.0031322,74.0206,336.7645,218.6609,141.2313,0,U,33936,999,83847,2.46E-03,1.11E-04,0
COSMOS 2251 DEB,1993-036ET,2024-12-31T14:21:33.573600,14.44978372,0.0017788,74.0473,132.5873,303.0953,67.9845,0,U,33938,999,83397,1.94E-03,6.77E-05,0
COSMOS 2251 DEB,1993-036EU,2024-12-31T09:14:20.506848,14.74482584,0.000831,74.017,51.2393,267.321,92.7012,0,U,33939,999,83605,6.18E-03,4.14E-04,0
COSMOS 2251 DEB,1993-036EV,2024-12-30T15:44:34.287360,14.54440173,0.0014086,74.0437,82.2458,258.641,263.4071,0,U,33940,999,83561,3.24E-03,1.38E-04,0
COSMOS 2251 DEB,1993-036EX,2024-12-31T19:30:14.057280,14.37284136,0.0020534,74.0351,191.5941,0.9719,10.4173,0,U,33942,999,83163,6.47E-04,1.91E-05,0
COSMOS 2251 DEB,1993-036EZ,2024-12-31T22:31:46.177824,14.3640169,0.0114186,74.0391,224.6751,49.4478,11.4297,0,U,33944,999,83061,8.33E-04,2.60E-05,0
COSMOS 2251 DEB,1993-036FA,2024-12-31T20:36:45.654336,14.34207615,0.0022172,74.0281,219.8599,30.5991,329.6448,0,U,33945,999,83056,3.74E-04,1.02E-05,0
