OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,SEMIMAJOR_AXIS,SATELLITE_TYPE
GLOBALSTAR M031,1999-058D,2024-12-31T21:35:52.486656,12.16025811,0.0001384,51.9929,208.3377,145.7479,299.4754,0,U,25946,999,14419,0.0013065,3.8e-07,0.0,7988.035369264554,Globalstar
GLOBALSTAR M039,1999-062A,2024-12-31T20:33:16.257024,12.6231429,0.0002213,51.9858,58.3692,344.0138,16.0658,0,U,25961,999,15908,0.00040392,-3.1e-07,0.0,7791.543665309911,Globalstar
GLOBALSTAR M034,1999-062B,2024-12-31T18:16:13.789344,11.79438786,0.0014643,51.9878,86.5967,87.466,59.3942,0,U,25962,999,11863,0.0022216,5.9e-07,0.0,8152.389187660224,Globalstar
GLOBALSTAR M029,1999-062C,2024-12-31T22:22:29.911296,11.99889958,0.0003435,51.977,187.8295,130.1151,20.4486,0,U,25963,999,14904,0.00031203,-6.1e-07,0.0,8059.490026539419,Globalstar
GLOBALSTAR M061,1999-062D,2024-12-31T11:25:34.921632,11.767696,0.0006708,51.9793,269.15,15.5782,155.5561,0,U,25964,999,10143,0.00074173,-3.5e-07,0.0,8164.712203231163,Globalstar
GLOBALSTAR M063,2000-008A,2024-12-31T21:47:14.509248,11.86167996,0.0004753,51.9919,192.125,7.3936,138.9804,0,U,26081,999,13772,0.00019513,-6.9e-07,0.0,8121.527263563795,Globalstar
GLOBALSTAR M062,2000-008B,2024-12-31T20:35:11.246784,12.43456511,0.0007896,51.9829,227.8454,109.4378,359.8897,0,U,26082,999,47580,-0.00032465,-1.44e-06,0.0,7870.121567525197,Globalstar
GLOBALSTAR M060,2000-008C,2024-12-31T18:54:13.949280,12.17652567,0.0004329,51.999,164.3749,131.7328,5.7464,0,U,26083,999,13197,0.0006924,-2.1e-07,0.0,7980.9192290517785,Globalstar
GLOBALSTAR M064,2000-008D,2024-12-31T20:51:41.668992,11.88528357,0.0002078,52.0045,293.0279,80.4512,279.6556,0,U,26084,999,14720,0.0010009,-1.3e-07,0.0,8110.771055833666,Globalstar
GLOBALSTAR M065,2007-020A,2024-12-31T19:39:41.131584,12.61990532,0.0010043,51.9912,15.6782,295.4642,234.6281,0,U,31571,999,81227,0.00077153,3.4e-07,0.0,7792.876198681137,Globalstar
GLOBALSTAR M069,2007-020C,2024-12-31T17:02:01.802976,12.53308121,4.3e-05,51.9971,336.2171,85.8544,85.5436,0,U,31573,999,81331,0.00025215,-6.1e-07,0.0,7828.82536456125,Globalstar
GLOBALSTAR M072,2007-020D,2024-12-31T17:21:51.224256,11.95103701,0.0001049,52.0084,77.8554,85.5639,92.8466,0,U,31574,999,81149,-0.00023637,-1.03e-06,0.0,8080.9939279952905,Globalstar
GLOBALSTAR M071,2007-020F,2024-12-31T16:40:34.011840,12.31891391,0.0001935,52.0084,340.6949,64.902,106.3769,0,U,31576,999,47451,0.00023383,-6.7e-07,0.0,7919.301809787598,Globalstar
GLOBALSTAR M067,2007-048A,2024-12-31T18:39:16.096032,12.40663695,0.0001201,51.9701,165.7841,53.9118,78.129,0,U,32263,999,78870,5.4475e-05,-9e-07,0.0,7881.927916784158,Globalstar
GLOBALSTAR M070,2007-048B,2025-01-01T03:51:41.516352,12.62309162,9.29e-05,51.9754,277.3321,66.4382,78.2341,0,U,32264,999,79355,0.00044219,-2.5e-07,0.0,7791.5647668541105,Globalstar
GLOBALSTAR M066,2007-048C,2024-12-31T22:11:33.604800,12.42169005,0.0001601,51.965,151.8543,102.6619,75.259,0,U,32265,999,79459,-0.00011996,-1.14e-06,0.0,7875.558873324333,Globalstar
GLOBALSTAR M068,2007-048D,2024-12-31T14:37:03.006048,12.62812691,0.0001732,51.9888,93.0858,126.1702,13.895,0,U,32266,999,79638,6.8931e-05,-9.1e-07,0.0,7789.493443785564,Globalstar
GLOBALSTAR M079,2010-054A,2024-12-31T20:42:40.794624,12.62269126,5.27e-05,52.0049,289.1509,36.3041,32.3846,0,U,37188,999,65532,0.00026105,-5.7e-07,0.0,7791.7295185337625,Globalstar
GLOBALSTAR M074,2010-054B,2024-12-31T21:22:47.720640,12.6226095,8.93e-05,52.0026,288.4132,54.6136,21.3189,0,U,37189,999,65593,0.00029951,-5e-07,0.0,7791.763164567504,Globalstar
GLOBALSTAR M076,2010-054C,2024-12-31T21:45:46.095264,12.62275494,8.41e-05,52.0038,288.5212,33.9845,354.1293,0,U,37190,999,65565,0.000218,-6.5e-07,0.0,7791.703313068299,Globalstar
GLOBALSTAR M077,2010-054D,2024-12-31T21:53:14.057664,12.62269292,9.8e-05,52.0058,245.3151,69.1419,41.7338,0,U,37191,999,65602,0.00026638,-5.6e-07,0.0,7791.728835411105,Globalstar
GLOBALSTAR M075,2010-054E,2024-12-31T22:06:47.384928,12.6227091,5.09e-05,51.9967,330.8247,57.776,337.6357,0,U,37192,999,65472,0.00017928,-7.2e-07,0.0,7791.722177030642,Globalstar
GLOBALSTAR M073,2010-054F,2024-12-31T20:32:31.906176,12.62261869,9.3e-05,52.0046,244.7161,62.5776,35.0417,0,U,37193,999,65670,0.00028558,-5.3e-07,0.0,7791.7593826627635,Globalstar
GLOBALSTAR M083,2011-033A,2024-12-31T23:06:46.019232,12.62270235,9.17e-05,51.9829,193.3486,95.2441,69.4917,0,U,37739,999,62573,7.9368e-05,-9e-07,0.0,7791.724954783433,Globalstar
GLOBALSTAR M088,2011-033B,2024-12-31T16:42:00.615744,12.6226675,7.39e-05,51.9732,99.7931,129.3231,21.081,0,U,37740,999,62124,5.0384e-05,-9.5e-07,0.0,7791.739296257596,Globalstar
GLOBALSTAR M091,2011-033C,2025-01-01T03:46:32.262240,12.62272227,5.85e-05,52.0008,61.6455,159.4504,228.1595,0,U,37741,999,62235,0.00014894,-7.7e-07,0.0,7791.716757333437,Globalstar
GLOBALSTAR M085,2011-033D,2024-12-31T13:02:25.482336,12.62263344,2.13e-05,51.9887,14.7006,153.4176,23.5758,0,U,37742,999,62252,8.4748e-05,-8.9e-07,0.0,7791.7533126946755,Globalstar
GLOBALSTAR M081,2011-033E,2024-12-31T19:20:20.541120,12.62274777,6.5e-06,51.9978,16.5839,321.0594,209.8753,0,U,37743,999,62270,0.00014876,-7.7e-07,0.0,7791.706263641265,Globalstar
GLOBALSTAR M089,2011-033F,2024-12-31T21:23:07.632384,12.62274348,6.74e-05,51.9952,330.5857,38.6175,339.0098,0,U,37744,999,62356,0.00016094,-7.5e-07,0.0,7791.708029048182,Globalstar
GLOBALSTAR M084,2011-080A,2024-12-31T22:23:14.138592,12.62273122,0.0001326,51.9979,197.6567,77.5722,69.9784,0,U,38040,999,60154,4.0869e-05,-9.6e-07,0.0,7791.713074249218,Globalstar
GLOBALSTAR M080,2011-080B,2024-12-31T21:43:26.840928,12.62260185,0.0001272,52.0033,199.2918,63.3272,76.9002,0,U,38041,999,60166,0.00010504,-8.5e-07,0.0,7791.766312728921,Globalstar
GLOBALSTAR M082,2011-080C,2024-12-31T22:01:29.724096,12.62271794,0.0001224,52.0054,154.6789,126.3935,11.9851,0,U,38042,999,60237,-6.4643e-05,-1.15e-06,0.0,7791.71853920703,Globalstar
GLOBALSTAR M092,2011-080D,2024-12-31T20:57:59.453856,12.62271355,0.0001063,52.007,245.1832,73.4813,344.4101,0,U,38043,999,60082,0.00024542,-6e-07,0.0,7791.72034577275,Globalstar
GLOBALSTAR M090,2011-080E,2024-12-31T18:54:40.098240,12.62265451,9.97e-05,51.9866,149.0976,115.8479,32.6164,0,U,38044,999,60247,-3.2034e-05,-1.1e-06,0.0,7791.744641920085,Globalstar
GLOBALSTAR M086,2011-080F,2024-12-31T21:22:37.419168,12.62265327,4.37e-05,51.9879,149.3224,45.5294,90.514,0,U,38045,999,60243,-3.3194e-05,-1.1e-06,0.0,7791.745152207052,Globalstar
GLOBALSTAR M097,2013-005A,2024-12-31T13:41:58.568928,12.62268329,3.91e-05,52.0058,64.6755,145.1097,214.9795,0,U,39072,999,54964,0.00011286,-8.4e-07,0.0,7791.73279834764,Globalstar
GLOBALSTAR M093,2013-005B,2024-12-31T14:57:00.812448,12.62260506,3.39e-05,51.9822,58.0832,152.9947,207.0937,0,U,39073,999,54960,0.00013218,-8e-07,0.0,7791.764991735311,Globalstar
GLOBALSTAR M094,2013-005C,2024-12-31T14:57:39.967200,12.62266515,1.72e-05,51.998,332.2998,9.1009,350.9861,0,U,39074,999,55121,4.9619e-05,-9.5e-07,0.0,7791.740263332117,Globalstar
GLOBALSTAR M096,2013-005D,2024-12-31T19:04:44.589792,12.62266248,2.44e-05,52.0092,20.1611,183.3712,176.7153,0,U,39075,999,55015,9.1011e-05,-8.7e-07,0.0,7791.741362093744,Globalstar
GLOBALSTAR M078,2013-005E,2024-12-31T18:25:53.266368,12.62267332,0.0001477,51.9877,104.976,147.4374,212.6583,0,U,39076,999,54877,-0.00036821,-1.7e-06,0.0,7791.736901206244,Globalstar
GLOBALSTAR M095,2013-005F,2024-12-31T15:16:25.081824,12.62269986,0.0001043,51.9799,102.6594,155.2998,204.7919,0,U,39077,999,54861,0.00012257,-8.2e-07,0.0,7791.725979466197,Globalstar
GLOBALSTAR M087,2022-064A,2024-12-31T17:15:35.986464,12.88918457,0.0021425,51.9768,245.9081,10.4926,349.6396,0,U,52888,999,12385,0.00021325,-5.7e-07,0.0,7683.9561799994435,Globalstar
ORBCOMM-X,1991-050C,2024-12-31T17:31:16.036608,14.43008405,0.0003242,98.3671,70.5886,351.0626,9.0506,0,U,21576,999,75796,0.00040676,1.319e-05,0.0,7126.712964715515,Orbcomm
ORBCOMM FM01,1995-017A,2024-12-31T14:26:47.088096,14.8638422,0.0006146,69.9655,130.9832,248.8099,111.2397,0,U,23545,999,58757,0.0020444,0.00018034,0.0,6987.381418456326,Orbcomm
ORBCOMM FM02,1995-017B,2024-12-31T16:05:00.201408,14.86478949,0.0007531,69.9664,150.5116,238.6489,121.3927,0,U,23546,999,58722,0.0027796,0.00024635,0.0,6987.08455824391,Orbcomm
ORBCOMM FM08,1997-084A,2024-12-31T23:31:15.616704,14.44715979,0.0005458,45.014,89.9393,145.006,215.115,0,U,25112,999,41735,0.00201,6.903e-05,0.0,7121.096272134562,Orbcomm
ORBCOMM FM10,1997-084B,2024-12-31T17:31:37.604640,14.44534814,0.0002542,45.0152,93.2382,109.3366,250.776,0,U,25113,999,59229,0.0016813,5.727e-05,0.0,7121.6916501663745,Orbcomm
ORBCOMM FM11,1997-084C,2024-12-31T15:18:31.992192,14.44318404,0.0003456,45.0136,94.0235,105.8272,254.296,0,U,25114,999,41724,0.0018847,6.409e-05,0.0,7122.403019995659,Orbcomm
ORBCOMM FM12,1997-084D,2024-12-31T17:46:15.089952,14.44321064,0.0002426,45.0145,93.2923,110.7769,249.3342,0,U,25115,999,41705,0.0017453,5.924e-05,0.0,7122.394275126612,Orbcomm
ORBCOMM FM09,1997-084E,2024-12-31T18:14:23.345952,14.44235296,0.000339,45.0147,93.9833,80.7281,279.3953,0,U,25116,999,41726,0.0016604,5.618e-05,0.0,7122.676254786378,Orbcomm
ORBCOMM FM05,1997-084F,2024-12-31T16:25:20.145216,14.44835364,0.0001175,45.0148,91.6896,190.1564,169.9264,0,U,25117,999,41637,0.0017869,6.135e-05,0.0,7120.7039950129365,Orbcomm
ORBCOMM FM06,1997-084G,2024-12-31T19:00:25.523712,14.45016697,0.0001722,45.0141,91.1175,224.6461,287.192,0,U,25118,999,41730,0.0018356,6.33e-05,0.0,7120.108271504582,Orbcomm
ORBCOMM FM07,1997-084H,2024-12-31T16:51:21.312864,14.4489791,9.64e-05,45.0136,92.2687,148.9474,211.1434,0,U,25119,999,41728,0.0018349,6.312e-05,0.0,7120.498501940971,Orbcomm
ORBCOMM FM03,1998-007B,2024-12-31T15:43:49.869984,14.3372101,0.0046603,107.9667,151.599,184.9829,175.0851,0,U,25158,999,40002,0.0020047,5.518e-05,0.0,7157.45690218197,Orbcomm
ORBCOMM FM04,1998-007C,2024-12-31T21:05:44.006784,14.33991893,0.0042102,107.9654,155.1628,182.4961,177.5973,0,U,25159,999,40023,0.0019548,5.394e-05,0.0,7156.555504968593,Orbcomm
ORBCOMM FM17,1998-046A,2024-12-31T20:59:40.822656,14.34445764,0.0001618,44.9952,326.8891,39.3237,320.7726,0,U,25413,999,37914,0.001423,3.905e-05,0.0,7155.04582813042,Orbcomm
ORBCOMM FM18,1998-046B,2024-12-31T20:52:43.041504,14.37657316,0.000413,44.9915,248.6364,148.1843,211.9255,0,U,25414,999,38016,0.00166,4.894e-05,0.0,7144.386187478539,Orbcomm
ORBCOMM FM19,1998-046C,2024-12-31T21:11:36.040128,14.37472551,0.0003036,44.9928,250.313,135.5793,323.3365,0,U,25415,999,38012,0.0016177,4.747e-05,0.0,7144.998375046369,Orbcomm
ORBCOMM FM20,1998-046D,2024-12-31T21:49:44.944608,14.36538202,6.18e-05,44.993,253.0928,62.2833,297.8078,0,U,25416,999,38020,0.001181,3.36e-05,0.0,7148.0961920054915,Orbcomm
ORBCOMM FM16,1998-046E,2024-12-31T21:09:54.082080,14.37968573,0.0003735,44.9922,246.8413,163.8216,196.2752,0,U,25417,999,38016,0.0015348,4.543e-05,0.0,7143.3551865305335,Orbcomm
ORBCOMM FM15,1998-046F,2024-12-31T21:18:52.474176,14.37651682,0.0003212,44.9955,251.4786,165.6806,194.4133,0,U,25418,999,38016,0.001466,4.304e-05,0.0,7144.404852846047,Orbcomm
ORBCOMM FM14,1998-046G,2024-12-31T21:00:09.483264,14.37946186,0.0002315,44.9944,250.2198,148.3575,211.7413,0,U,25419,999,38012,0.0014963,4.423e-05,0.0,7143.429328330446,Orbcomm
ORBCOMM FM13,1998-046H,2024-12-31T20:29:32.274528,14.36894445,0.0004238,44.9963,256.7804,147.3051,212.806,0,U,25420,999,37916,0.0013236,3.812e-05,0.0,7146.914678882156,Orbcomm
ORBCOMM FM21,1998-053A,2025-01-01T02:32:08.400192,14.36680594,0.0001169,45.0093,340.369,328.747,31.3308,0,U,25475,999,37354,0.0014876,4.282e-05,0.0,7147.623877082164,Orbcomm
ORBCOMM FM22,1998-053B,2025-01-01T02:44:24.092736,14.37521113,0.0001543,45.0086,336.4116,56.3098,303.7897,0,U,25476,999,37358,0.0016129,4.737e-05,0.0,7144.8374603710745,Orbcomm
ORBCOMM FM23,1998-053C,2025-01-01T02:58:15.373056,14.36793369,0.0001009,45.0092,342.5987,22.5148,337.5744,0,U,25477,999,37367,0.0016724,4.844e-05,0.0,7147.249857247265,Orbcomm
ORBCOMM FM24,1998-053D,2025-01-01T02:59:33.044928,14.37286382,8.54e-05,45.009,340.7713,6.3443,353.7416,0,U,25478,999,37368,0.0016533,4.836e-05,0.0,7145.615347189107,Orbcomm
ORBCOMM FM25,1998-053E,2024-12-31T16:14:12.990336,14.37267434,0.0002016,45.0081,341.1487,115.9743,244.1312,0,U,25479,999,37363,0.0018263,5.355e-05,0.0,7145.678149151081,Orbcomm
ORBCOMM FM26,1998-053F,2024-12-31T15:41:37.759200,14.3645162,0.0003991,45.0078,336.576,151.4497,208.657,0,U,25480,999,37355,0.0014146,4.046e-05,0.0,7148.383423049324,Orbcomm
ORBCOMM FM27,1998-053G,2024-12-31T15:59:13.080768,14.37270787,0.0001907,45.0064,341.4458,312.3523,47.7163,0,U,25481,999,37356,0.0017784,5.211e-05,0.0,7145.667035741618,Orbcomm
ORBCOMM FM28,1998-053H,2024-12-31T20:52:25.182624,14.37556925,0.0002922,45.0054,278.2794,177.846,182.2401,0,U,25482,999,37427,0.0015149,4.444e-05,0.0,7144.718799803248,Orbcomm
ORBCOMM FM30,1999-065A,2024-12-31T20:54:00.309888,14.36595504,0.0006994,45.0293,161.3002,240.5209,119.4942,0,U,25980,999,31038,0.0013295,3.806e-05,0.0,7147.906111624536,Orbcomm
ORBCOMM FM31,1999-065B,2024-12-31T20:08:13.570080,14.36568085,0.0004082,45.0207,155.003,256.138,103.9014,0,U,25981,999,30993,0.0013435,3.845e-05,0.0,7147.99706348695,Orbcomm
ORBCOMM FM32,1999-065C,2024-12-31T20:14:01.908960,14.35602225,0.0005753,45.0133,170.4293,260.9529,99.0667,0,U,25982,999,31054,0.0012792,3.582e-05,0.0,7151.202775301796,Orbcomm
ORBCOMM FM33,1999-065D,2024-12-31T13:51:12.262464,14.3916052,0.0010154,45.0288,75.3982,288.2432,71.7312,0,U,25983,999,31191,0.0015559,4.726e-05,0.0,7139.410444014451,Orbcomm
ORBCOMM FM36,1999-065E,2024-12-31T21:03:03.690720,14.37276568,0.000461,45.0371,163.3253,182.5881,177.4944,0,U,25984,999,31034,0.0017065,4.996e-05,0.0,7145.647874906584,Orbcomm
ORBCOMM FM35,1999-065F,2024-12-31T19:30:21.065184,14.36400831,0.0003545,45.0374,167.4077,259.1668,100.8781,0,U,25985,999,31071,0.0011743,3.331e-05,0.0,7148.551926203565,Orbcomm
ORBCOMM FM34,1999-065G,2024-12-31T20:28:08.357664,14.36442133,0.000468,45.0367,167.744,214.6155,145.4389,0,U,25986,999,31083,0.0013996,4.001e-05,0.0,7148.414897406385,Orbcomm
ORBCOMM FM38,2008-031A,2024-12-31T19:08:08.098080,14.7998201,0.000547,48.4407,32.2474,28.635,331.4865,0,U,33060,999,88994,0.00089755,6.656e-05,0.0,7007.517921019167,Orbcomm
ORBCOMM FM41,2008-031B,2024-12-31T20:32:10.229280,14.79616902,0.0004872,48.4441,39.2025,12.4465,157.6446,0,U,33061,999,88944,0.00092608,6.814e-05,0.0,7008.67064987271,Orbcomm
ORBCOMM FM29,2008-031C,2024-12-31T20:21:11.183904,14.79653439,0.0006548,48.4393,47.2128,13.8574,156.6075,0,U,33062,999,88935,0.00094934,6.997e-05,0.0,7008.555272921742,Orbcomm
ORBCOMM FM39,2008-031D,2024-12-31T16:35:09.199680,14.78372205,0.0007671,48.4404,70.4859,348.644,11.43,0,U,33063,999,88900,0.00086078,6.131e-05,0.0,7012.604006497072,Orbcomm
ORBCOMM FM37,2008-031E,2024-12-31T15:25:22.107936,14.78577514,0.0005933,48.4399,59.5141,4.354,131.4166,0,U,33064,999,88924,0.00080319,5.734e-05,0.0,7011.954831180929,Orbcomm
ORBCOMM FM40,2008-031F,2024-12-31T15:53:02.279616,14.80501415,0.0007218,48.4421,46.0737,17.1682,136.6955,0,U,33065,999,88932,0.00097651,7.354e-05,0.0,7005.878857990017,Orbcomm
VESSELSAT 1,2011-058C,2024-12-31T09:26:42.968832,14.11286964,0.0013783,19.9634,29.16,140.2945,219.847,0,U,37840,999,68257,0.00019995,6.32e-06,0.0,7233.108081902695,Orbcomm
ORBCOMM FM109,2014-040A,2024-12-31T16:44:44.921760,14.57561332,0.0002759,47.0031,87.022,282.5586,77.4991,0,U,40086,999,55662,0.00087924,3.873e-05,0.0,7079.196202704989,Orbcomm
ORBCOMM FM107,2014-040B,2024-12-31T17:37:04.046304,14.57693842,0.0002386,47.0047,87.8751,250.5382,109.5246,0,U,40087,999,55670,0.00064879,2.822e-05,0.0,7078.7671786879,Orbcomm
ORBCOMM FM106,2014-040C,2024-12-31T20:40:27.033600,14.68616016,0.0017273,47.0601,282.636,9.1084,351.0116,0,U,40088,999,55887,0.00084338,4.779e-05,0.0,7043.626757411307,Orbcomm
ORBCOMM FM111,2014-040D,2024-12-31T21:23:53.574720,14.8460195,0.0030016,47.0006,154.7323,114.7755,245.6269,0,U,40089,999,56535,0.00098435,8.273e-05,0.0,6992.972551210301,Orbcomm
ORBCOMM FM104,2014-040E,2024-12-31T17:56:30.930144,14.56144569,0.0016589,47.0039,119.4396,163.6844,196.4578,0,U,40090,999,55621,0.00072634,3.074e-05,0.0,7083.787284196893,Orbcomm
ORBCOMM FM103,2014-040F,2024-12-31T16:46:51.104640,14.57633012,0.0002939,47.0051,88.4999,245.5291,114.5288,0,U,40091,999,53966,0.00069325,3.023e-05,0.0,7078.964118250881,Orbcomm
ORBCOMM FM114,2015-081A,2024-12-31T10:51:58.924512,14.57693094,0.0003047,47.0032,358.8202,300.1081,59.9502,0,U,41179,999,47999,0.00068048,2.968e-05,0.0,7078.769600284698,Orbcomm
ORBCOMM FM119,2015-081B,2024-12-31T21:52:47.316000,14.57611704,0.0001208,46.9996,265.9018,354.2318,5.8553,0,U,41180,999,48131,0.00066049,2.87e-05,0.0,7079.0331069943695,Orbcomm
ORBCOMM FM105,2015-081C,2024-12-31T20:02:14.987616,14.44942056,0.0002091,47.001,255.0896,289.1617,70.9037,0,U,41181,999,47654,0.00041351,1.297e-05,0.0,7120.35347046089,Orbcomm
ORBCOMM FM110,2015-081D,2024-12-31T10:17:03.000480,14.57728283,7.96e-05,47.0021,358.3073,50.1946,309.9009,0,U,41182,999,47986,0.00082857,3.654e-05,0.0,7078.655680642951,Orbcomm
ORBCOMM FM118,2015-081E,2024-12-31T16:23:57.205536,14.57656978,0.0001221,47.0046,357.4955,62.0237,298.0772,0,U,41183,999,48000,0.00088924,3.928e-05,0.0,7078.886525730137,Orbcomm
ORBCOMM FM112,2015-081F,2024-12-31T21:19:06.540960,14.57659873,0.0001381,46.9978,265.1882,332.8113,27.2699,0,U,41184,999,48125,0.00081338,3.578e-05,0.0,7078.877152998012,Orbcomm
ORBCOMM FM113,2015-081G,2024-12-31T20:46:34.498848,14.57660062,0.0001154,46.9997,265.6004,0.3053,359.7833,0,U,41185,999,48123,0.0008119,3.572e-05,0.0,7078.876541100518,Orbcomm
ORBCOMM FM115,2015-081H,2024-12-31T18:46:47.193024,14.61882579,0.0001245,46.9975,115.4052,290.3205,69.7548,0,U,41186,999,48327,0.00073904,3.56e-05,0.0,7065.238836361553,Orbcomm
ORBCOMM FM108,2015-081J,2024-12-31T21:16:48.298368,14.57676377,0.0003213,47.002,176.7657,243.7716,116.2839,0,U,41187,999,48238,0.00088203,3.896e-05,0.0,7078.823720923589,Orbcomm
ORBCOMM FM117,2015-081K,2024-12-31T20:28:54.738048,14.57663567,0.0003437,46.9984,175.7462,256.1528,103.8975,0,U,41188,999,48247,0.00066618,2.9e-05,0.0,7078.865193501624,Orbcomm
ORBCOMM FM116,2015-081L,2024-12-31T21:52:57.238176,14.57677067,0.0002062,47.0008,265.3173,351.9897,8.0955,0,U,41189,999,48124,0.00083141,3.663e-05,0.0,7078.821487054893,Orbcomm
OSCAR 7 (AO-7),1974-089B,2024-12-31T23:00:45.972288,12.53684506,0.0012384,101.9905,3.5441,67.1464,307.9019,0,U,7530,999,29382,0.00011122,-2.9e-07,0.0,7827.25835686908,Amateur Radio
PHASE 3B (AO-10),1983-058B,2024-12-31T02:12:46.883520,2.05871509,0.6043467,27.2164,308.0831,329.3267,6.2135,0,U,14129,999,28451,0.0,-8.3e-07,0.0,26101.833163278945,Amateur Radio
UOSAT 2 (UO-11),1984-021B,2024-12-31T20:37:30.442368,14.88376145,0.0008904,97.733,330.7146,135.4735,224.7199,0,U,14781,999,17787,0.00058884,5.406e-05,0.0,6981.145787693639,Amateur Radio
LUSAT (LO-19),1990-005G,2024-12-31T20:53:03.892416,14.33814123,0.0011143,98.8952,2.5131,331.4527,28.6045,0,U,20442,999,82616,0.00029108,7.63e-06,0.0,7157.147024963636,Amateur Radio
EYESAT A (AO-27),1993-061C,2024-12-31T10:06:01.454688,14.30694791,0.0007787,98.7625,60.9973,216.3024,143.763,0,U,22825,999,63081,0.00020982,5.04e-06,0.0,7167.546360561602,Amateur Radio
ITAMSAT (IO-26),1993-061D,2024-12-31T21:42:55.938240,14.31097894,0.0008585,98.757,61.3569,199.0043,161.082,0,U,22826,999,63117,0.0002466,6.05e-06,0.0,7166.200356626271,Amateur Radio
RADIO ROSTO (RS-15),1994-085A,2024-12-31T21:24:07.233696,11.27579951,0.0145868,64.8171,84.048,105.6743,256.0327,0,U,23439,999,23588,-0.00052597,-6.1e-07,0.0,8400.470501952603,Amateur Radio
JAS-2 (FO-29),1996-046B,2024-12-31T03:56:02.059008,13.53228207,0.0350575,98.5889,275.0438,38.2228,324.3219,0,U,24278,999,40107,0.00011594,8e-07,0.0,7438.541897176224,Amateur Radio
TECHSAT 1B (GO-32),1998-043D,2024-12-31T15:51:57.959136,14.24224065,8.82e-05,98.9502,336.6298,1.0306,359.0874,0,U,25397,999,37552,0.00021912,4.59e-06,0.0,7189.239660592319,Amateur Radio
ISS (ZARYA),1998-067A,2024-12-31T19:30:49.950432,15.50544003,0.0006091,51.6382,56.2039,28.0496,332.082,0,U,25544,999,48920,0.00048311,0.00027763,0.0,6793.273673466333,Amateur Radio
PCSAT (NO-44),2001-043C,2024-12-31T17:40:54.120864,14.31561545,0.0006454,67.0494,181.068,260.5488,99.4885,0,U,26931,999,21422,0.0003463,8.4e-06,0.0,7164.652957632697,Amateur Radio
SAUDISAT 1C (SO-50),2002-058C,2024-12-31T21:01:52.677696,14.8064012,0.0037034,64.5563,333.1584,16.8171,343.4152,0,U,27607,999,18557,0.00077113,5.872e-05,0.0,7005.441314981145,Amateur Radio
CUTE-1 (CO-55),2003-031E,2024-12-31T22:55:56.846784,14.23737601,0.0008725,98.6776,11.3005,293.8546,66.1718,0,U,27844,999,11592,0.00062873,1.393e-05,0.0,7190.877184786641,Amateur Radio
CUBESAT XI-IV (CO-57),2003-031J,2024-12-30T11:53:16.911168,14.23107145,0.0008828,98.6804,9.9829,316.8669,43.1817,0,U,27848,999,11545,0.00054607,1.189e-05,0.0,7193.000799541442,Amateur Radio
MOZHAYETS 4 (RS-22),2003-042A,2024-12-31T22:37:13.168128,14.71492364,0.0012096,98.3083,166.7797,150.7204,0.5026,0,U,27939,999,13721,0.00079312,4.876e-05,0.0,7034.444909844849,Amateur Radio
CUBESAT XI-V,2005-043F,2024-12-31T08:06:46.766592,14.69783433,0.0016001,98.225,143.0623,94.5347,265.7687,0,U,28895,999,2339,0.00099531,5.903e-05,0.0,7039.8965305146185,Amateur Radio
CUTE-1.7+APD II (CO-65),2008-021C,2024-12-31T19:48:51.446880,15.01274184,0.0011784,97.7702,331.3677,53.0196,307.2105,0,U,32785,999,90508,0.0010726,0.00013768,0.0,6941.103127481313,Amateur Radio
SEEDS II (CO-66),2008-021J,2024-12-31T16:02:11.554656,15.12036772,0.000549,97.7126,338.077,23.8385,336.3098,0,U,32791,999,90627,0.001627,0.00027992,0.0,6908.126355343242,Amateur Radio
YUBILEINY (RS-30),2008-025A,2024-12-31T21:24:21.688416,12.43156249,0.0020382,82.5046,326.5119,36.0335,324.2114,0,U,32953,999,75355,0.00019673,3.7e-07,0.0,7871.388773921233,Amateur Radio
KKS-1 (KISEKI),2009-002H,2024-12-31T21:21:02.683296,14.80561395,0.0007376,98.1284,270.8337,204.9119,155.1737,0,U,33499,999,85735,0.00078931,6.002e-05,0.0,7005.689643523747,Amateur Radio
SWISSCUBE,2009-051B,2024-12-31T15:26:40.078752,14.60509912,0.0008256,98.4477,253.7997,69.3645,290.8439,0,U,35932,999,81136,0.0009843,4.731e-05,0.0,7069.665008161548,Amateur Radio
BEESAT-1,2009-051C,2024-12-31T15:04:25.309344,14.60045994,0.0006696,98.4407,254.4097,80.7718,279.4238,0,U,35933,999,81142,0.0008501,4.037e-05,0.0,7071.162482078481,Amateur Radio
ITUPSAT1,2009-051E,2025-01-01T03:11:49.021728,14.58904949,0.000892,98.4504,254.588,86.2111,274.0107,0,U,35935,999,81114,0.0008306,3.846e-05,0.0,7074.849020259869,Amateur Radio
